APPLICATION_NAME,RESOLUTION_CODE,RESOLUTION,TICKET_NO,OPEN_DATE,END_STATE_DATE_NEXT_BUSINESS_DATE,CLOSED_DATE,PRIORITY,RESPOND_SLA,ASSIGNEE_NAME,BRIEF_DESCRIPTION,DURATION,WORKNOTE,PRODUCT_TYPE,TYPE,APPLICATION_NAME_MASKED,ASSIGNEE_NAME_MASKED
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03418463,2026-01-29 0:11,2026-01-29 12:16,2026-02-19 8:10,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260128,1 Hour 32 Minutes,"2026-02-11 03:39:29 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-05 11:19:12 - Akhil Durgam (Work notes)
Followed up with source team for missing files.

From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Sent: Thursday, February 5, 2026 1:34 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; Vaibhav.Bansal2@pfizer.com; Upreti, Kamal <Kamal.Upreti@pfizer.com>; Chalmers, Scott <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; Arup Patranabish <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.Ding@pfizer.com",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03418463,2026-01-29 0:11,,2026-02-19 8:10,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260128,,"2026-02-11 03:39:29 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-05 11:19:12 - Akhil Durgam (Work notes)
Followed up with source team for missing files.

From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Sent: Thursday, February 5, 2026 1:34 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; Vaibhav.Bansal2@pfizer.com; Upreti, Kamal <Kamal.Upreti@pfizer.com>; Chalmers, Scott <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; Arup Patranabish <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.Ding@pfizer.com",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03515977,2026-02-02 0:57,2026-02-12 17:55,2026-02-19 8:10,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260130,10 Days 5 Hours 54 Minutes,"2026-02-11 03:39:17 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-05 11:19:00 - Akhil Durgam (Work notes)
Followed up with source team for missing files.

From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Sent: Thursday, February 5, 2026 1:34 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; Vaibhav.Bansal2@pfizer.com; Upreti, Kamal <Kamal.Upreti@pfizer.com>; Chalmers, Scott <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; Arup Patranabish <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.Ding@pfizer.com",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03515977,2026-02-02 0:57,,2026-02-19 8:10,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260130,,"2026-02-11 03:39:17 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-05 11:19:00 - Akhil Durgam (Work notes)
Followed up with source team for missing files.

From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Sent: Thursday, February 5, 2026 1:34 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; Vaibhav.Bansal2@pfizer.com; Upreti, Kamal <Kamal.Upreti@pfizer.com>; Chalmers, Scott <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; Arup Patranabish <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.Ding@pfizer.com",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03565614,2026-02-03 1:54,2026-02-03 13:59,2026-02-19 8:04,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260202,1 Hour 34 Minutes,"2026-02-11 03:39:44 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-05 11:18:48 - Akhil Durgam (Work notes)
Followed up with source team for missing files.

From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Sent: Thursday, February 5, 2026 1:34 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; Vaibhav.Bansal2@pfizer.com; Upreti, Kamal <Kamal.Upreti@pfizer.com>; Chalmers, Scott <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; Arup Patranabish <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.Ding@pfizer.com",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03565614,2026-02-03 1:54,2026-02-12 17:54,2026-02-19 8:04,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260202,9 Days 3 Hours 55 Minutes,"2026-02-11 03:39:44 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-05 11:18:48 - Akhil Durgam (Work notes)
Followed up with source team for missing files.

From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com>
Sent: Thursday, February 5, 2026 1:34 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; Vaibhav.Bansal2@pfizer.com; Upreti, Kamal <Kamal.Upreti@pfizer.com>; Chalmers, Scott <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; Arup Patranabish <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.Ding@pfizer.com",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03611936,2026-02-04 0:39,2026-02-19 18:40,2026-02-19 8:10,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260203,7 Days 45 Minutes,"2026-02-12 07:22:49 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 5:14 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Re: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Please be informed that HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.

As of now, the CDM load is running as part of the TF_HSC_LOAD. Post the successful completion of CDM load, the missing HBRD data feed will be ingested for data modelling and reporting wherever applicable. We will be continuously monitoring the CDM load for successful completion.

Feel free to reach out to me should you have any additional queries.

Regards,
Ashish
________________________________________
From: Anand, Ashish (Contractor)
Sent: Wednesday, February 11, 2026 2:03 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files 
 
Hi Genuine,
 
Please note that task SCTASK0220100 has been created to GBL-IICS PLATFORM SUPPORT for triggering the task flow as mentioned in the trailing email.
 
Kindly let us know in case you have any questions.
 
Regards,
Ashish


2026-02-11 03:39:54 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03661334,2026-02-05 1:54,2026-02-05 13:35,2026-02-19 8:11,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260204,1 Hour 9 Minutes,"2026-02-11 03:38:55 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-05 03:05:16 - Akhil Durgam (Work notes)
Reached out to source team for missing files.

From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com> 
Sent: Thursday, February 5, 2026 1:34 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; Vaibhav.Bansal2@pfizer.com; Upreti, Kamal <Kamal.Upreti@pfizer.com>; Chalmers, Scott <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; Arup Patranabish <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.Ding@pfizer.com>",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03661334,2026-02-05 1:54,2026-02-12 17:56,2026-02-19 8:11,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260204,7 Days 4 Hours 21 Minutes,"2026-02-11 03:38:55 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-05 03:05:16 - Akhil Durgam (Work notes)
Reached out to source team for missing files.

From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com> 
Sent: Thursday, February 5, 2026 1:34 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; Vaibhav.Bansal2@pfizer.com; Upreti, Kamal <Kamal.Upreti@pfizer.com>; Chalmers, Scott <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; Arup Patranabish <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.Ding@pfizer.com>",,,App_001,User_002
Patient Insights,Workaround applied,"RCA: No control files received for processing.

Solution: We have reached out to source team for missing files. Source team has shared the HBRD historical feed for VELSIPITY has been successfully loaded to the staging layer. We have performed a quick data validation for common issues and completeness and no issues were found.",INC03661334,2026-02-05 1:54,,2026-02-19 8:11,3 - Moderate,,DURGAA02,Patient Insight | HBRD HUB - Incremental files validation status - FAILED | 20260204,,"2026-02-11 03:38:55 - Akhil Durgam (Work notes)
From: Anand, Ashish (Contractor) <Ashish.Anand@pfizer.com> 
Sent: Wednesday, February 11, 2026 1:56 PM
To: Shaji, Genuine <Genuine.Shaji@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>
Subject: Patient Insights | P.I - Velsipity data load Missing files

Hi Genuine,

Good Day!

We have received the missing HBRD data feed from PSSP today and are in the process of ingesting it. Please note that I will be using your approval below to upload the HBRD files in the PI AWS S3 bucket and triggering the task flow in production environment. Details for the same are mentioned below:

File Placement Details

•	AWS S3 Path: s3://pfe-pass-prodamrasp202305192012/PatientInsights/IQVIA/Hybrid/HUB/
•	S3 Bucket Name: pfe-pass-prodamrasp202305192012
•	Account Name: bti-aws-prod-hosting (604526422050)
•	Role: PATINST-DGTL-PROD-S3-RW-SSO

Task Flow Details

•	Task Flow Name: TF_MASTER_HBRD_LOAD
•	Task Flow Location: Patient_Insights_Snowflake
•	Secure Agent: AMRAELP00025242 (Production)

Kindly let me know in case of any concerns/queries.

Regards,
Ashish


2026-02-05 03:05:16 - Akhil Durgam (Work notes)
Reached out to source team for missing files.

From: Durgam, Akhil (Contractor) <Akhil.Durgam@pfizer.com> 
Sent: Thursday, February 5, 2026 1:34 PM
To: Naik, Manohari <Manohari.D.Naik@pfizer.com>; Kumar, Anupam <Anupam.Kumar@pfizer.com>; Vaibhav.Bansal2@pfizer.com; Upreti, Kamal <Kamal.Upreti@pfizer.com>; Chalmers, Scott <scott.chalmers@iqvia.com>; DL-C4-MARM-PSSP360-SUPPORT <DL-C4-MARM-PSSP360-SUPPORT@pfizer.com>; Arup Patranabish <arup.patranabish@coenterprise.com>; Tacchi, Alyson <Alyson.Tacchi@pfizer.com>; Frangas, Vangelis <Evangelos.Frangas@pfizer.com>; Patranabish, Arup (Contractor) <Arup.Patranabish@pfizer.com>; DL-PSSP-Operations <DL-PSSP-Operations@pfizer.com>
Cc: DL-PatientInsightsSupport <DL-PatientInsightsSupport@pfizer.com>; Wang, Eric <Eric.Wang2@pfizer.com>; Ding, Jerry <Jerry.Ding@pfizer.com>",,,App_001,User_002
